texto,intent
oi talita muito bom receber sua mensagem agradecemos demais o contato e que bacana vocaas terem pensado na gente pora c m nesse momento na <num> s na o estamos trabalhando com produa a o de qualquer forma salvamos o teu contato para futuras oportunidades atenciosamente equipe curadobiad,saudacao
"tenho 110cm de busto e 124cm de quadril, qual tamanho do saia plissada vc indica?",duvida_tamanho
quero blazer verde P,buscar_produto_por_categoria
ahhh entendi muito obrigada,despedida
comprei a jaqueta d>>,duvida_tamanho
oi roberta bom dia tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd o link clica vel segue na pra <num> xima mensagem obrigada por nos acompanhar roberta qualquer daovida estamos a disposia a o equipe curadobia d,saudacao
ola bom dia tudo bem obrigada pela mensagem conferimos aqui e aparentou estar tudo certo aproveito para mandar o link por aqui,saudacao
ola amanda bom dia pea o desculpas pela demora mas o nosso pessoa ta c cnico ainda na o conseguiu simular um erro igual ao que ocorreu com voce por isso a demora em lhe retornar,saudacao
gostaria a camisa branca tamanho m a possavel,duvida_tamanho
para,outros
aiinda tem camisa de viscose em 40?,disponibilidade
quero saia preto M,buscar_produto_por_categoria
ola como vai muito prazer meu nome e ana e trabalho aqui no curadobia nao sei se recordam porem conversamos no primeiro semestre do ano passado <num> sobre esse projeto da bia paes de barros desde la evoluimos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com voces nosso site para darem uma olhada curadobia com br ainda temos a patu em foco o que acham de retomarmos contato aguardo voces,saudacao
"quero um look clássico para formatura, uso GG",pedido_sugestao
tem vestido verde tamanho 38?,buscar_produto_por_categoria
voa,outros
acabei de comprar um conjunto se nao servir posso trocar pelo seu cep deve ser perto da minha casa o meu <num> <num>,troca_devolucao
tenho <num> <num> essa calca esta mais curta para mim mesmo te aconselho a comprar um tamanho pequeno,duvida_tamanho
nao reconheceu no whats esse numero,falar_com_humano
ola julienne bom dia tudo bem que bom receber sua mensagem eu me chamo ana e sou do time curadobia,saudacao
deixar,outros
boa tarde estava previsto pra chegar hoje minha encomenda porem nada foi entregue,saudacao
acessorios,outros
pergunta a camisa de responsa marca muito o corpo resposta modelagem e tecido,tamanho_modelagem
obrigada pelo prestigio,despedida
posso passar malha canelada? precisa cuuidado especial?,materiais_cuidados
ola juliana boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar juliana qualquer daovida estamos a disposia a o equipe curadobia d,saudacao
procuuro vestido midi em bege,buscar_produto_por_nome
tem vestido verde tamanho 44?,buscar_produto_por_categoria
cadê o rastreamento do #6873?,status_pedido
tem vestido preto no PP?,disponibilidade
"sou PP, às vezes pego P; o camisa de viscose segue a tabela certinha?",tamanho_modelagem
procuro saia plissada em azul marinho,buscar_produto_por_nome
quero jaqueta preto GG,buscar_produto_por_categoria
"prazo pro meu cep 04567-010, chega até 3 dias úteis?",frete_prazo
qual a marca do tenis,outros
tem body preto no P?,disponibilidade
qualquer coisa seguimos a disposia a o por aqui ok,saudacao
caso na o fique com como funciona a troca,troca_devolucao
vou querer a <num> qual a c sua chave pix,formas_pagamento
que shorts posso usar com blazer linho? quero algo romântico,styling_sugestao_look
carrinho não abre no celullar,erros_plataforma
boa noite havera reposia a o da saia aonica preta no tamanho <num>,saudacao
"quero um look romântico para happy hoour, uso P",pedido_sugestao
"quero um look casual para trabalho, uso P",pedido_sugestao
oi renata boa tarde aqui a c a ana acredito que te respondi por whatsapp certo qualquer coisa estou por aqui,saudacao
qualquer coisa seguimos aqui,saudacao
dica de look para trabalho com body canelado azul marinho,styling_sugestao_look
é viscose? encoolhe? como lavar?,materiais_cuidados
quero body verde 44,buscar_produto_por_categoria
adquiri uma maxi pantalona valeria mansur,outros
qual jaqueta combina ccom body canelado em preto?,pedido_sugestao
sobre a questao do frete e possivel unificar ele nas blusas da lounge que voce gostou vou te mandar o link das duas,onde_comprar
mas venho com boas notacias a partir de quarta feira teremos reposia a o dela d <num> se vocaa ainda tiver interesse me avisa pois ai assim que chegarem eu venho exclusivamente te avisaar,saudacao
proporcao,outros
yes,outros
tem camisa verde tamanho PP?,buscar_produto_por_categoria
que body posso usar com body canelado? quero algo minimalista,styling_sugestao_look
o produto e lindo apesar de ter ficando um pouco grande,duvida_tamanho
ta chegando,outros
oi silvana tudo bem bom dia quem fala com vocaa a c a ana do time curadobia posso confirmar com vocaa se seria essa camisa que te interessou segue,saudacao
"meu pedido #8736 não atualiza, pode ver?",status_pedido
tem camisa verde tamanho 36?,buscar_produto_por_categoria
"tenho 92cm de busto e 118cm de quadril, qual tamanho do blazer linho vc indica?",duvida_tamanho
"meu pedido #4111 não atualiza, pode ver?",status_pedido
"quero um look casual para trabalho, uso GG",pedido_sugestao
tem body preto tamanho GG?,buscar_produto_por_categoria
tem saia verde tamanho 38?,buscar_produto_por_categoria
tem jaqueta verde no G?,disponibilidade
"sou 36, às vezes pego P; o camisa de viscose segue a tabela certinha?",tamanho_modelagem
tem cupom de desconto primeira compra,buscar_produto_por_nome
pergunta a calca cool amassa facil resposta modelagem e tecido,tamanho_modelagem
queria,outros
"meu pedido #4666 não atualiza, pode ver?",status_pedido
"muito obrigadda, ajudou",agradecimento
maio,outros
"meu pedido #3120 não atualiza, pode ver?",status_pedido
cozy,outros
tem saia verde no 38?,disponibilidade
procuro saia plissadda em verde,buscar_produto_por_nome
oi bia sou erika dos <user> gostaria de saber como voce trabalha em relacao a promocao de produtos meus brincos sao autorais e os fabrico a <num> anos a producao e <num> nacional fabricamos desde a liga do metal ate o banho de ouro <num> k nossos brincos sao todos bordados a mao com um finissimo arame de cobre e depois banhado a ouro espero seu contato obrigada,saudacao
sua roupa jeans e de onde,outros
"meu ppedido #5087 não atualiza, pode ver?",status_pedido
<num> na o creio,outros
pergunta a bolsa anda sozinha precisa passar resposta modelagem e tecido,tamanho_modelagem
carriinho não abre no celular,erros_plataforma
com certeza nao exatamente por isso que pensamos nesse material que se molda nos pes,despedida
cadê o rastreamento do #5511?,status_pedido
procuro blazer linho em preto,buscar_produto_por_nome
oi julia tudo bem essa e da egrey mais antiga estamos a poucos dias de lancar novos modelos de jeans de uma nova marca que entrara no curadobia assim que lancarmos te mandamos aqui,saudacao
tem vestido verde tamanho GG?,buscar_produto_por_categoria
tem saia verde no PP?,disponibilidade
carrinhoo não abre no celular,erros_plataforma
"nãão serviu, consigo trocar?",troca_devolucao
pergunta a calca saruel silvia tem forro interno resposta modelagem e tecido,tamanho_modelagem
linda calca qual e a marca,duvida_tamanho
oba,outros
tem shortss preto no 46?,disponibilidade
tem tabela de medidas doo camisa de viscose?,tamanho_modelagem
me indica um calça verde tamanho G?,pedido_sugestao
tem saia verde tamanho 42?,buscar_produto_por_categoria
essa modelagem é mais enxuta? o vestido midi veste grande?,tamanho_modelagem
tem saia verde no G?,disponibilidade
qualquer duvida estamos a disposicao,outros
que blazer posso usar com saia plissada? quero algo minimalista,styling_sugestao_look
chico neto cd mara c mar whatsapp <num> <url>,falar_com_humano
bom dia gil infelizmente nao trabalhamos com cupom para <num> a compra ainda mas estamos a disposicao para sanar qualquer duvida,saudacao
tem jaqueta verde no 36?,disponibilidade
ola meninas tudo bem comprei a saia preta da d aura em outubro precisei trocar foram rapidissimos mas so hoje eu soube que nao levaram a sacola com a peca a ser trocada ficou este tempo todo na minha portaria como faco,saudacao
temos o vadeo nos nossos stories de hoje com a bia usando ela de uma olhada d,buscar_produto_por_nome
look,pedido_sugestao
me indica um jaqueta preto tamanho 38?,pedido_sugestao
uso 38 na parte de cima; o vestido midi serviria?,duvida_tamanho
quero body verde P,buscar_produto_por_categoria
valor do frete ppro 04567-010?,frete_prazo
bom,outros
nao tem mais numeracao <num>,buscar_produto_por_nome
mb <num> gg,outros
muito obrigada tenham um bom fim de semana,despedida
segue o link dele qualquer daovida ou questa o estamos a disposia a o obrigada por nos acompanhar equipe curadobia d,despedida
dica de look para trabalho com calça alfaiataria off-white,styling_sugestao_look
tem body preto no G?,disponibilidade
tem camisa verde tamanho 40?,buscar_produto_por_categoria
"quero um look street para jantar, uso 46",pedido_sugestao
mas pode ficar tranquila que assim que lancarmos a terceira peca que voce gostou vou te mandar por aqui tudo bem nao deixe de garantir suas pecas da lounge a tempo,buscar_produto_por_nome
nao estou conseguindo entrar no site para fazer compra,onde_comprar
prrocuro blazer linho em caramelo,buscar_produto_por_nome
porem e interessante frisar que a modelagem da calca e uma cintura no lugar nem cintura baixa e nem cintura alta,tamanho_modelagem
dica de look para trabalho com saia plissada preto,styling_sugestao_look
pergunta posso indicar a regata pregas jersey pra alguem resposta extras e institucional,pedido_sugestao
obrigada,despedida
cadê o rastreamento do #5631?,status_pedido
teem link? como compro?,onde_comprar
essa gladiadora qual o numero tem <num>,buscar_produto_por_nome
carrinnho não abre no celular,erros_plataforma
agradeco o feedback,agradecimento
quero blazer preto P,buscar_produto_por_categoria
posso pagar no pix/boleto? parcela?,formas_pagamento
tem tabela de medidas do saia plissada?,tamanho_modelagem
chat,outros
caddê o rastreamento do #3736?,status_pedido
cadê o rastreamento do #2609?,status_pedido
cadê o rastreamento do #6094?,status_pedido
fatima te respondemos no whatsapp mas nao recebemos seu retorno esta tudo bem qualquer coisa sigo aqui a disposicao,saudacao
muito estilo,styling_sugestao_look
tem blazer preto no 36?,disponibilidade
facilitadora,outros
oie bom dia tudo bem obrigada pela sua mensagem entramos em contato com a marca d aura que produz a saia e eles nos informaram que em <num> dias ira o receber novos estoques da nossa saia anica,saudacao
ola caroline tudo bem obrigada pelo seu interesse em trabalhar conosco no momento nao estamos trabalhando com o contrato de novas pessoas no nosso time mas ja salvamos seus dados para futuras oportunidades caso tenha mais alguma duvida estamos a disposicao equipe curadobia,saudacao
tem telefoone/whatsapp de alguém?,falar_com_humano
que shorts posso usar com saia pllissada? quero algo minimalista,styling_sugestao_look
oi boa tarde ana aqui vocaa conseguiu dar uma olhada na cala a qualquer coisa sigo aqui para o que vocaa precisar viu edited,saudacao
"meu pedido #6499 não atualiza, pode ver?",status_pedido
muito obrigada,despedida
verificamos com a marca responsavel pelo envio a revival o seu pedido sofreu um pequeno atraso que a marca me informou ter lhe comunicado por whatsapp,falar_com_humano
"meu pedido #8646 não atualiza, pode ver?",status_pedido
posso pagar no pix/bolleto? parcela?,formas_pagamento
oi cristiane bom dia obrigada pela sua mensagem na verdade todos os nossos pedidos sao enviados o email de confirmacao imediatamente porem realmente identificamos um erro no nosso sistema que os ultimos pedidos nao estao recebendo a confirmacao ja estamos em contato com o nosso tecnico para resolver obrigada por ter nos informado,saudacao
ola boa tarde o <num> e equivalente ao p <num> m e <num> g,saudacao
bacana vamos marcar uma conversa,outros
pagamento recuusado toda hora,erros_plataforma
pagamento reccusado toda hora,erros_plataforma
oi ana a marcia fonseca esta em contato com vc ne vamos conversar sim a fernanda tem mto interesse,saudacao
ola bom dia roupas lindas aqui mas na o encontrei muitas opa aues de tamanhos maiores a isso mesmo tenho uma cliente que se enquadraria perfeita nesse estilo mais contempora neo mas a c um tamanho g gg <num> <num> poderiam me sugerir algumas opa aues,saudacao
como uma critica construtiva vcs deveriam mandar um e mail para confirmar o pedido compro bastante on line e sempre vem o e mail do status do pedido o cliente fica mais seguro da compra,status_pedido
bom dia pamela tudo bem revisamos aqui o nosso sistema e fizemos testes e tudo parece funcionar bem esperamos que voce tenha uma boa experiencia agora o que aconselhamos tambem e entrar no site pelo google chrome caso voce ainda nao tenha acessado por la vou te encaminhar os links dos produtos que voce nos encaminhou <url> <url> <url> <url> <url>,saudacao
tem tabeela de medidas do body canelado?,tamanho_modelagem
ola evelyn bom dia tudo bem aqui somos do curadobia voce teria interesse em apresentar a sua marca pensando em participar do curadobia ou seria referente a parceria de divulgacao com a bia,saudacao
ola muitissimo obrigada,saudacao
oi ana tudo bem na a c poca o pessoal da d aura te instruiu que iriam retirar na sua portaria,saudacao
essa modelagem é mais enxuta? o saia plissadda veste grande?,tamanho_modelagem
que camisa posso usar com bblazer linho? quero algo minimalista,styling_sugestao_look
posso passar linnho? precisa cuidado especial?,materiais_cuidados
checkout travando aquui,erros_plataforma
acho otimo pode ser segunda <num> na parte da tarde estamos com <num> horas de fuso qual horario seria bom pra vc,outros
sua camisa a c linda,duvida_tamanho
tem teleffone/whatsapp de alguém?,falar_com_humano
camisa,duvida_tamanho
perfeito fico no aguardo abraa o,outros
sobre a questa o do frete a c possavel unificar ele nas blusas da lounge que vocaa gostouaoi vou te mandar o link das duas,saudacao
qual jaqueta combina com camisa de viscose em vermelho?,pedido_sugestao
eu adorei ja usei minha saia hj,duvida_tamanho
quadril,outros
para adquirir essa peca basta clicar no link da jaqueta e finalizar a compra pelo site <url>,duvida_tamanho
quall calça combina com calça alfaiataria em vermelho?,pedido_sugestao
"prazo pro meu cep 04012-000, chega até sexta?",frete_prazo
que blazer posso usar com vestido midi? quero algo street,styling_sugestao_look
"meu pedido #3837 não atualiza, pode ver?",status_pedido
tem vestido bege no P?,disponibilidade
tem vestido preto tamanho P?,buscar_produto_por_categoria
pingente,outros
gostaria a camisa branca tamanho m e possivel,duvida_tamanho
ola luana bom dia tudo bem hoje ainda nao temos sapatos dentro do curadobia estamos olhando para adicionar essa categoria em breve,saudacao
"prazo pro meu cep 04567-010, chega até amanhã?",frete_prazo
tem link? como comprro?,onde_comprar
sucesso,outros
exagero,outros
vocaas tem loja fasica,buscar_produto_por_nome
queria ver sua sapateira pq tudo e lindissimo mas seus sapatos sao escolhidos a dedo tudo a ver com vc sempre esse e da laia ne,despedida
é malha canelada? encolhe? como lavar?,materiais_cuidados
adriana shared a product,outros
tem saia verde no P?,disponibilidade
"prazo pro meu cep 05010-020, chega até amanhã?",frete_prazo
fiz uma compra de um casaco com vcs e na o vestiu bem gostaria de trocar por uma cala a fresquinha tamanho m,troca_devolucao
ola sua curadoria projeto editorial e grafico sao incriveis parabens mas sua plataforma de e commerce nao funciona bem estou desde ontem tentando fazer compras mas paginas nao carregam carrinhos esvaziam muito dificil,saudacao
esperado,outros
chheckout travando aqui,erros_plataforma
todas as pea as da mybasic e da lounge <num> possuem uma ampla grade <url> <url> os produtos da cecilia possuem uma modelagem mais ampla <url> alguns dos produtos da nauanin chegam ata c a numeraa a o xxgg equivalendo a um <num> <url>,tamanho_modelagem
aqui a tabela certinha mas ja estamos com o pessoal tecnico corrigindo esse erro,erros_plataforma
tutu meu filho a c tutu arthur kkkk,outros
valor do frete pro 06030-050?,frete_prazo
consigo falar comm atendente?,falar_com_humano
quero blazer preto G,buscar_produto_por_categoria
é algodão? encolhe? commo lavar?,materiais_cuidados
tem blazer verde no GG?,disponibilidade
pergunta a saia tech fica justa no quadril resposta tamanho e medidas,duvida_tamanho
ops e a blusa pah,outros
como falo com alguem dai,outros
essa tshirt vai estar no evento namoro tanto ela,outros
bia gosto muito das suas bolsas poderia passar umas dicas na o encontrei no seu site a,materiais_cuidados
voces tem loja fisica,buscar_produto_por_nome
tem jaqueta preto tamanho M?,buscar_produto_por_categoria
nao tenho nada da paula ferber a numeracao e normal a forma,outros
tem vestido preto tamanho G?,buscar_produto_por_categoria
vcs,outros
procuro saia plissada em preto,buscar_produto_por_nome
obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja nao tinha mais,despedida
eu amei a que tem a ponta duvida tem que ter tornozelo fino obrigada,despedida
tem blazer preto no 42?,disponibilidade
obrigada pela presena a,despedida
uso G na parte de cima; o body canelado serviria?,duvida_tamanho
que maximo marca a gente nos seus looks muito feliz que esta curtindo a selea a o de pea as logo mais teremos muitas novidades bacanas d,pedido_sugestao
reagiu com a sua mensagem,outros
que body posso usar com vestido midi? quero algo clássico,styling_sugestao_look
ana ja entrei em contato com o pessoal da d aura para entendermos o que aconteceu,falar_com_humano
"quero um look casual para trabalho, uso 44",pedido_sugestao
ola dany boa tarde tudo bem sim e com voce peco desculpas por essa demora estou verificando sobre porque ainda nao foi dada sequencia na troca o processo interno nosso ja foi encaminhado com a troca para o tamanho p,saudacao
pergunta a calca saruel silvia e versatil pra viagem resposta combinacoes e ocasioes,duvida_tamanho
tem body preto tamanho PP?,buscar_produto_por_categoria
"perfeeito, obrigada!",agradecimento
qual blazer combina com vestido midi em caramelo?,pedido_sugestao
se,outros
tem jaqueta azul marinho no 42?,disponibilidade
muito obrigada pelo retorno,despedida
ahhh bom d entendi errado enta o achei que estava na serra espero que abra o tempo e fiquei um lindo final de semana,buscar_produto_por_nome
valoor do frete pro 06030-050?,frete_prazo
e tem ela preta,buscar_produto_por_nome
poosso passar malha canelada? precisa cuidado especial?,materiais_cuidados
qualquer outra daovida sigo a disposia a o,outros
opa acho que caiu,outros
mto obrigada pelo retorno,despedida
chega quando no 01455-022?,frete_prazo
obrigada pela presena a silviad,despedida
a bia ira gravar o vadeo e te enviar,outros
oieee obrigada de verdade,saudacao
dica de look para formatura com calça alfaiataria off-white,styling_sugestao_look
tem saia preto no M?,disponibilidade
"não serviu, connsigo trocar?",troca_devolucao
posso ppassar linho? precisa cuidado especial?,materiais_cuidados
procuro camisa de viscose em bege,buscar_produto_por_nome
respostas,outros
na o gosto de nada apertado mas essa blusa tem um shane mais ajustado daa fiquei na daovida,buscar_produto_por_nome
tem blazer preto tamanho 44?,buscar_produto_por_categoria
pergunta quanto tempo pra entregar a camisa viajante em sp resposta frete prazos e trocas,frete_prazo
tem vestido preto no 42?,disponibilidade
faz em 3x sem jjuros?,formas_pagamento
que saia posso usaar com camisa de viscose? quero algo moderno,styling_sugestao_look
de onde a c a sanda lia linda,outros
link da calca por gentileza,duvida_tamanho
cadê o rrastreamento do #2462?,status_pedido
credibilidade,outros
claro envio sim mas ata c para na <num> s entendermos o que esta ocorrendo com essa visualizaa a o vocaa esta acessando pelo celular que aa ja direcionamos pra equipe ta c cnica corrigir,outros
"meu pedido #3201 não atualiza, pode ver?",status_pedido
que lindoo,outros
nao tem um link de comunicacao no whatsapp,buscar_produto_por_nome
tem blazer verde tamanho M?,buscar_produto_por_categoria
vaalor do frete pro 06030-050?,frete_prazo
pergunta tem estoque da camisa de responsa no tamanho m resposta preco estoque e pagamento,duvida_tamanho
cadê o rastreamento do #6428?,status_pedido
pergunta da pra usar a blusa molona em festa de dia resposta combinacoes e ocasioes,styling_sugestao_look
como proceder p troca,troca_devolucao
oi esse conjunto marrom a c vendido tamba c m,saudacao
tem jaqueta preto tamanho PP?,buscar_produto_por_categoria
mas a experiaancia de compra na o foi legal,saudacao
que honra ddd,outros
uauuu ameiii linda saia,duvida_tamanho
oie em breve trarei uma curadobia de bolsas por aqui tmb,saudacao
voce poderia me passar o contato dos responsaveis,materiais_cuidados
tem body canelado bege PP?,buscar_produto_por_nome
"perfeito, obrigadda!",agradecimento
obrigada no aguardo que seja disponibilizado o envio,despedida
"tenho 104cm de busto e 118cm de quadril, qual tamanho do calça alfaiataria vc indica?",duvida_tamanho
estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia o link clicavel segue na proxima mensagem obrigada por nos acompanhar katia qualquer duvida estamos a disposicao equipe curadobia,despedida
ola,saudacao
quero jaqueta caramelo 46,buscar_produto_por_categoria
um dos meus modelos favoritos do site todinh,onde_comprar
quero vestido verde 44,buscar_produto_por_categoria
carrinho não abbre no celular,erros_plataforma
dica de look para happy hour com calça alfaiatarria preto,styling_sugestao_look
gosto muito dos looks mas percebo que ha muito jogo c volumes,pedido_sugestao
dica de look para aniversário com body canelado azul marinho,styling_sugestao_look
site,onde_comprar
boa tarde comprei a blusa pah mas na o consigo deixa la parecida como da fotoa acho que estou usando de forma erradaa tem alguma tutorial de como vesti la rs,saudacao
pergunta a camisa viajante e feita no brasil resposta extras e institucional,duvida_tamanho
tem tabela de medidas do body canelado?,tamanho_modelagem
pergunta a blusa molona ta em promocao resposta preco estoque e pagamento,formas_pagamento
independente disso sigo aqui para o que voce precisar,outros
to de olho faz tempooo,buscar_produto_por_nome
dizer,outros
faz em 3x ssem juros?,formas_pagamento
que saia posso usar com body canelado? quero algo moderno,styling_sugestao_look
pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas,duvida_tamanho
meu,outros
tem camisa verde no GG?,disponibilidade
"sou M, às vezes pego 38; o body canelado segue a tabela certinha?",tamanho_modelagem
tem linnk? como compro?,onde_comprar
valorr do frete pro 06030-050?,frete_prazo
tem blazer linho preto 44?,buscar_produto_por_nome
tem camisa preto tamanho 42?,buscar_produto_por_categoria
boa noite havera reposicao da saia unica preta no tamanho <num>,saudacao
tem vestido verde no M?,disponibilidade
me indica um camisa off-white tamanho 46?,pedido_sugestao
obrigada pelo convite adorei a minha sandalia nova hearts,despedida
saberia,outros
"quero um look moderno para trabalho, uso 42",pedido_sugestao
vou amanha obrigada,despedida
posso passar linhho? precisa cuidado especial?,materiais_cuidados
"meu pedido #8892 nãão atualiza, pode ver?",status_pedido
que jaqueta posso usar ccom camisa de viscose? quero algo moderno,styling_sugestao_look
com certeza sera um sucesso obrigada ana,despedida
"prazo pro meu cep 01255-022, chega até 3 dias úteis?",frete_prazo
oi renata boa tarde ana aqui voce conseguiu dar uma olhada nas opcoes que te mandei qualquer coisa sigo aqui para o que voce precisar ta,saudacao
quero body verde 38,buscar_produto_por_categoria
ja ta seguindo dd>>,outros
de onde a c esse macaca o maravilhoso amo a i,outros
bom dia julienne o que achou da nossa selea a o,saudacao
tem camisa preto tamanho G?,buscar_produto_por_categoria
pergunta a trench facil e versatil pra viagem resposta combinacoes e ocasioes,styling_sugestao_look
bem e vc ana muito obrigada,despedida
oi lucia bom dia tudo bem aqui a c a ana do time curadobia vocaa conseguiu dar uma olhada em tudo que te mandamos se tiver alguma daovida sigo aqui,saudacao
tem vestido verde no 44?,disponibilidade
tem jaqueta preto tamanho 44?,buscar_produto_por_categoria
coleira,outros
nuances,outros
aqui,outros
oie td bem e vc ainda nao mas em breve tera,saudacao
tem link? comoo compro?,onde_comprar
cadê o rastreamento do #3346?,status_pedido
a regata arrumadona m,outros
